qid,timeout,n_sample,n_reject,estimate,rel_ci,runtime
0,15000.0,755088.0,458926.0,80194.20653303833,0.005317,15.004217863082886
1,,,,,,0.0018918514251708984
2,,,,,,0.0007812976837158203
3,,,,,,0.0013184547424316406
4,,,,,,0.0005402565002441406
5,,,,,,0.0016715526580810547
6,,,,,,0.0006401538848876953
6,15000.0,1159630.0,13714.0,10972.240246679576,0.000197,15.00414776802063
6,,,,,,0.001856088638305664
7,,,,,,0.0013821125030517578
7,15000.0,1107776.0,200463.0,9400.827487943716,0.000729,15.003095388412476
7,,,,,,0.0013003349304199219
8,15000.0,1184394.0,6214.0,173395.27045845485,0.00013,15.003120422363281
8,15000.0,63.0,5712918.0,582771.3469036567,0.246931,15.003207921981812
8,15000.0,1152429.0,676.0,303009.25867375475,4.4e-05,15.00315546989441
8,15000.0,72.0,5706279.0,666798.2257873727,0.230983,15.003201484680176
9,,,,,,0.0017933845520019531
9,,,,,,0.0028607845306396484
9,,,,,,0.0019199848175048828
9,,,,,,0.0015795230865478516
10,,,,,,0.001474618911743164
10,,,,,,0.0019121170043945312
10,15000.0,437525.0,644343.0,32410.997977572126,0.00558,15.003218173980713
10,,,,,,0.0018744468688964844
11,,,,,,0.001018524169921875
11,,,,,,0.0009734630584716797
11,15000.0,586523.0,528884.0,126905.27723871196,0.004041,15.002990245819092
11,,,,,,0.0016810894012451172
12,,,,,,0.0010271072387695312
12,,,,,,0.0016107559204101562
12,15000.0,271628.0,1827592.0,23370.873348195997,0.011515,15.002891778945923
12,,,,,,0.0013511180877685547
13,,,,,,0.0011692047119140625
13,,,,,,0.0009467601776123047
13,15000.0,2338.0,2642934.0,39.91442543526715,0.04221,15.002860307693481
13,,,,,,0.0011665821075439453
14,,,,,,0.0010833740234375
14,,,,,,0.0024034976959228516
14,15000.0,2071066.0,0.0,79610.0,0.0,15.002885580062866
14,,,,,,0.0012929439544677734
15,,,,,,0.0015611648559570312
15,,,,,,0.0013365745544433594
15,15000.0,714292.0,494472.0,55036.39825143701,0.002568,15.002877712249756
15,,,,,,0.0013587474822998047
16,,,,,,0.0011594295501708984
16,,,,,,0.0009558200836181641
16,,,,,,0.0009589195251464844
17,15000.0,1189988.0,1215.0,11090.676212198929,5.7e-05,15.0027916431427
17,15000.0,1160942.0,604.0,302615.5590618021,4.1e-05,15.002987384796143
17,15000.0,141.0,7297557.0,64945.878040719144,0.165057,15.00305461883545
17,15000.0,157.0,7300410.0,72287.20424345123,0.15642,15.003086805343628
18,15000.0,1183896.0,5619.0,11049.556661328357,0.000124,15.002994298934937
18,15000.0,593950.0,496562.0,91309.9187574277,0.016078,15.002947807312012
18,15000.0,36.0,1288308.0,12484.553789981557,0.326656,15.002921104431152
19,15000.0,1167492.0,7543.0,291902.0622330399,0.000145,15.002996921539307
19,15000.0,534351.0,486674.0,69554.49839621948,0.008103,15.003122091293335
19,,,,,,0.002831697463989258
20,15000.0,1215387.0,166401.0,288402.2821561629,0.000617,15.00303339958191
20,15000.0,282486.0,1803062.0,31922.87531910078,0.013974,15.003041982650757
20,15000.0,205506.0,1613101.0,26314.451652281114,0.016091,15.002959251403809
21,,,,,,0.003468036651611328
21,15000.0,288900.0,1837498.0,32962.58004851396,0.01378,15.002842426300049
21,15000.0,587376.0,496666.0,85430.5369386057,0.016217,15.00286340713501
21,15000.0,148395.0,1613093.0,2291471.1586181684,0.106559,15.002918004989624
22,15000.0,531546.0,747481.0,1061295.5294782675,0.007386,15.00289511680603
22,15000.0,261012.0,1850717.0,20455.208847820908,0.011574,15.002907752990723
22,15000.0,737669.0,485943.0,62090.49860168093,0.002818,15.002845525741577
22,15000.0,170854.0,1639151.0,145752.39387460257,0.029272,15.00289797782898
23,15000.0,49655.0,1345044.0,29603.86199387825,0.038709,15.002989768981934
23,15000.0,11400.0,2192717.0,439.6911438911818,0.036247,15.002888202667236
23,15000.0,743014.0,488948.0,62286.7967721407,0.002828,15.002856254577637
23,15000.0,11266.0,2179630.0,4567.13806816937,0.054284,15.002858877182007
24,15000.0,1183673.0,8447.0,173069.92774636782,0.000152,15.002993822097778
24,15000.0,139.0,7315671.0,36767.444929543,0.16624,15.00297999382019
24,15000.0,65.0,5941638.0,625227.0871835903,0.243102,15.00313687324524
24,15000.0,1189229.0,2700.0,11076.851354401144,8.6e-05,15.002972602844238
24,15000.0,1320683.0,330984.0,262181.2432554504,0.000763,15.00303339958191
24,15000.0,96.0,7600204.0,45979.8175461495,0.200037,15.003113746643066
24,15000.0,142.0,7307893.0,37600.9479456516,0.164475,15.003089427947998
24,15000.0,70.0,5938689.0,673655.261781123,0.234259,15.00308871269226
24,15000.0,0.0,4732210.0,0.0,0.0,15.003154754638672
24,15000.0,93.0,7598007.0,44555.84548347613,0.203238,15.003081560134888
24,15000.0,0.0,4730955.0,0.0,0.0,15.003193855285645
25,15000.0,1206041.0,28542.0,170275.2885022716,0.000271,15.003038167953491
25,15000.0,122.0,7056056.0,33458.10740885505,0.177445,15.003030776977539
25,15000.0,1648902.0,0.0,11102.0,0.0,15.002851963043213
25,15000.0,585049.0,489720.0,77039.70204295062,0.01214,15.00294017791748
25,15000.0,121.0,7050821.0,33208.5028227434,0.178177,15.002978563308716
25,15000.0,19.0,1324745.0,98934.064576785,0.449644,15.003076791763306
25,15000.0,35730.0,985938.0,8511.893516289048,0.061265,15.003026485443115
25,15000.0,5.0,1323946.0,52102.53532796908,1.108722,15.003086805343628
26,,,,,,0.0012879371643066406
26,,,,,,0.003925800323486328
26,,,,,,0.0019354820251464844
26,,,,,,0.0012526512145996094
26,15000.0,564062.0,547812.0,40529.63061282124,0.004099,15.003411531448364
26,15000.0,9107.0,2205565.0,247.7802726543705,0.024842,15.002866268157959
26,,,,,,0.0054738521575927734
26,,,,,,0.001165151596069336
26,,,,,,0.0037457942962646484
26,15000.0,3932.0,958373.0,1749.8172221904697,0.067722,15.002899646759033
26,,,,,,0.0014214515686035156
27,15000.0,1240286.0,165171.0,289509.52345322556,0.000603,15.002956867218018
27,15000.0,760367.0,88707.0,3663971.6469954327,0.008209,15.00306248664856
27,15000.0,588404.0,495184.0,88719.66667681813,0.015606,15.002980709075928
27,15000.0,756697.0,460638.0,79820.79899945372,0.005231,15.002880096435547
27,15000.0,637.0,1035249.0,16108919.226216013,0.077633,15.003082275390625
27,15000.0,32.0,1514327.0,279546.5180977562,0.346472,15.003113031387329
27,15000.0,366772.0,396602.0,3744185.3939549946,0.108308,15.003072261810303
27,15000.0,13.0,886132.0,10121802.39396487,1.356201,15.00313401222229
28,15000.0,443794.0,1121091.0,92987.48922253073,0.00249,15.003084421157837
28,15000.0,200947.0,736750.0,206828.497785532,0.015668,15.003114700317383
28,15000.0,115554.0,1001768.0,9832.637672040826,0.012354,15.003060579299927
28,15000.0,702172.0,473672.0,60629.89378097775,0.002965,15.00296926498413
28,15000.0,96.0,1041042.0,2375264.865821822,0.200029,15.0031156539917
28,15000.0,7.0,1510153.0,59111.50864014409,0.740795,15.003197431564331
28,15000.0,103682.0,932315.0,80994.08112571755,0.037268,15.003096103668213
28,15000.0,6.0,878963.0,739935.0229462017,0.969944,15.003224611282349
29,,,,,,0.0014674663543701172
29,15000.0,530968.0,747296.0,1043641.9204014194,0.007394,15.002939224243164
29,15000.0,292626.0,1840084.0,34408.87924284127,0.013581,15.002887964248657
29,,,,,,0.0027742385864257812
29,,,,,,0.0013949871063232422
29,15000.0,762935.0,463943.0,80161.71330808768,0.005264,15.002816915512085
29,,,,,,0.003119230270385742
29,,,,,,0.0012195110321044922
29,15000.0,195255.0,1606047.0,1076417.6275688363,0.066481,15.002831220626831
29,,,,,,0.0019271373748779297
29,,,,,,0.001375436782836914
30,,,,,,0.0009694099426269531
30,15000.0,511448.0,741357.0,958796.4294171878,0.007551,15.002870798110962
30,15000.0,269533.0,1825720.0,28026.944525076447,0.013429,15.002912044525146
30,15000.0,522210.0,342145.0,416244.17332924553,0.009706,15.003014087677002
30,15000.0,472244.0,607890.0,38774.52998609432,0.00685,15.002907276153564
30,15000.0,713336.0,479472.0,66909.25303150214,0.00401,15.00294017791748
30,15000.0,148940.0,601958.0,19539328.699312024,0.046544,15.003121376037598
30,15000.0,98634.0,1659336.0,236266.34923462858,0.064685,15.003073692321777
30,15000.0,173380.0,1604249.0,470662.82557384024,0.057557,15.003072261810303
30,15000.0,302857.0,494661.0,284960.45946674555,0.037384,15.003002166748047
30,15000.0,89849.0,1552157.0,6640304.57420253,0.1053,15.00312614440918
31,,,,,,0.0013859272003173828
31,,,,,,0.0010380744934082031
31,,,,,,0.0012485980987548828
31,,,,,,0.0009899139404296875
31,,,,,,0.0009834766387939453
31,,,,,,0.0009534358978271484
31,,,,,,0.0010106563568115234
31,,,,,,0.0009987354278564453
31,,,,,,0.0009870529174804688
31,,,,,,0.0010938644409179688
31,,,,,,0.0010480880737304688
32,,,,,,0.0011401176452636719
32,,,,,,0.0031549930572509766
32,,,,,,0.0011281967163085938
32,,,,,,0.0024695396423339844
32,15000.0,541257.0,837013.0,62956.25078903263,0.003164,15.002908706665039
32,15000.0,2373.0,2534307.0,40.11343567182301,0.041891,15.00299072265625
32,,,,,,0.001911163330078125
32,,,,,,0.0014715194702148438
32,,,,,,0.0018737316131591797
32,15000.0,1110.0,1205541.0,424.74650913975955,0.086975,15.002917289733887
32,,,,,,0.002857685089111328
33,,,,,,0.0010190010070800781
33,,,,,,0.0056688785552978516
33,,,,,,0.0015692710876464844
33,15000.0,530957.0,747929.0,1050723.539930846,0.007388,15.002883911132812
33,15000.0,288262.0,1836492.0,33535.40623667493,0.013775,15.002898693084717
33,15000.0,758144.0,463992.0,77739.87763800428,0.005213,15.002923727035522
33,,,,,,0.0017244815826416016
33,,,,,,0.002885580062866211
33,,,,,,0.003809690475463867
33,15000.0,191903.0,1604485.0,1011102.7295189012,0.069829,15.002852439880371
33,,,,,,0.001962423324584961
34,,,,,,0.0030939579010009766
34,,,,,,0.0009846687316894531
34,,,,,,0.0016183853149414062
34,,,,,,0.0011196136474609375
34,15000.0,18200.0,2153904.0,906.6732596597585,0.04201,15.002864599227905
34,15000.0,761066.0,455402.0,68982.13095946626,0.003617,15.002859830856323
34,,,,,,0.0031485557556152344
34,,,,,,0.0026397705078125
34,,,,,,0.0016756057739257812
34,15000.0,18163.0,2121116.0,18341.40656080857,0.079432,15.003525733947754
34,,,,,,0.0013837814331054688
35,,,,,,0.005082845687866211
35,,,,,,0.0013484954833984375
35,,,,,,0.0012714862823486328
35,,,,,,0.0020821094512939453
35,,,,,,0.0017478466033935547
35,15000.0,730397.0,504690.0,57333.14806973112,0.002602,15.002816438674927
35,,,,,,0.004988670349121094
35,,,,,,0.0011563301086425781
35,,,,,,0.0011475086212158203
35,,,,,,0.0031974315643310547
35,,,,,,0.0029387474060058594
36,15000.0,145.0,7718322.0,36353.649753247635,0.162765,15.002926111221313
36,15000.0,75.0,5715798.0,630084.9498186891,0.226316,15.003064393997192
36,15000.0,78.0,5802540.0,768668.4270031217,0.221921,15.003103733062744
36,15000.0,131.0,7303657.0,54857.36311979483,0.171241,15.00306510925293
36,15000.0,140.0,7362539.0,69255.13307316536,0.165646,15.003053665161133
36,15000.0,77.0,5436131.0,1280158.6763243792,0.223357,15.003082036972046
36,15000.0,0.0,4393149.0,0.0,0.0,15.00311279296875
36,15000.0,0.0,4441951.0,0.0,0.0,15.003077983856201
36,15000.0,0.0,3527615.0,0.0,0.0,15.003150224685669
36,15000.0,0.0,4211449.0,0.0,0.0,15.003098487854004
36,15000.0,0.0,2950861.0,0.0,0.0,15.003180980682373
37,,,,,,0.0012536048889160156
37,,,,,,0.0010745525360107422
37,,,,,,0.0009660720825195312
37,15000.0,158239.0,725782.0,442369.0203852623,0.019955,15.003022193908691
37,,,,,,0.0015883445739746094
37,15000.0,2120189.0,0.0,79006.0,0.0,15.002913236618042
37,,,,,,0.002348184585571289
37,,,,,,0.0010492801666259766
